Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
30/06/2019,407168,1218,0,0,111317844,FIRST STATE BANK,1 N.E. COURT PL ,SPEARMAN,TX,790812323,51,143043
30/06/2019,407506,18198,0,8452,211174178,ION BANK,251 CHURCH STREET BOX 370,NAUGATUCK,CT,6770,41,1331534
30/06/2019,407645,9263,14369,0,71916042,"STILLMAN BANCCORP, N.A.",101 EAST MAIN STREET ,STILLMAN VALLEY,IL,61084,51,451702
30/06/2019,407850,12293,0,0,91407942,FARMERS STATE BANK,102 WEST MAIN STREET ,HOSMER,SD,57448,51,19372
30/06/2019,408307,90146,0,14766,211370998,ATHOL SAVINGS BANK,444 MAIN STREET ,ATHOL,MA,1331,41,458422
30/06/2019,408642,23537,0,0,75912479,BANKERS' BANK,7700 MINERAL POINT ROAD ,MADISON,WI,53717,51,759088
30/06/2019,408875,31390,25139,0,263184815,"AXIOM BANK, NATIONAL ASSOCIATION",258 SOUTHHALL LANE ,MAITLAND,FL,32751,51,683448
30/06/2019,409265,15460,0,0,111305571,SPUR SECURITY BANK,120 W. HARRIS ,SPUR,TX,793702326,51,45503
30/06/2019,410159,18483,0,0,91409458,ANDES STATE BANK,213 MAIN ,LAKE ANDES,SD,57356,51,23358
30/06/2019,410560,16695,0,0,111308633,FIRST STATE BANK,302 NORTH MAIN ,STRATFORD,TX,79084,51,245251
30/06/2019,410748,18171,0,0,81023019,BANK OF O'FALLON,901 SOUTH LINCOLN AVENUE ,O'FALLON,IL,62269,41,302213
30/06/2019,410917,2725,11544,0,42101446,"CITIZENS NATIONAL BANK OF SOMERSET, THE",44 PUBLIC SQUARE ,SOMERSET,KY,42501,51,426549
30/06/2019,410944,8758,0,0,73921048,CITIZENS BANK,500 WEST MAIN STREET ,SAC CITY,IA,50583,51,49738
30/06/2019,411062,5538,9813,0,111307252,"FIRST NATIONAL BANK OF STERLING CITY, THE",4TH AND MAIN STREETS ,STERLING CITY,TX,76951,51,184024
30/06/2019,411174,31409,706902,6902,242170442,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,211 WEST MAIN STREET ,MOREHEAD,KY,40351,51,33757
30/06/2019,411231,16386,0,14591,62105723,BRANTLEY BANK & TRUST COMPANY,9402 NORTH MAIN ST ,BRANTLEY,AL,36009,51,69794
30/06/2019,411240,3827,11780,0,81915075,"OLD EXCHANGE NATIONAL BANK OF OKAWVILLE, THE",110 EAST WALNUT STREET ,OKAWVILLE,IL,62271,51,67143
30/06/2019,411473,32367,708190,8190,255071444,"SEVERN SAVINGS BANK, FSB DBA SEVERN BANK",200 WESTGATE CIRCLE ,ANNAPOLIS,MD,21401,41,858410
30/06/2019,411512,7461,0,0,31315269,CENTRIC BANK,4320 LINGLESTOWN ROAD ,HARRISBURG,PA,17112,41,785502
30/06/2019,411549,16394,0,0,71110424,TABLE GROVE STATE BANK,121 SOUTH BROADWAY ,TABLE GROVE,IL,614820215,51,44773
30/06/2019,411576,30585,0,5592,275971142,MAYVILLE SAVINGS BANK,200 SOUTH MAIN STREET ,MAYVILLE,WI,53050,41,67577
30/06/2019,411624,6700,0,0,42211572,SOMERVILLE BANK,197 SOUTH MAIN STREET ,SOMERVILLE,OH,45064,41,182230
30/06/2019,411651,13662,0,0,104102095,"FARMERS AND MERCHANTS STATE BANK, BLOOMFIELD, NEBRASKA",103 NORTH BROADWAY ,BLOOMFIELD,NE,68718,51,134116
30/06/2019,412153,8322,0,0,104110919,NEBRASKA STATE BANK AND TRUST COMPANY,945 SOUTH D STREET ,BROKEN BOW,NE,68822,51,242155
30/06/2019,412452,4217,0,0,103105488,COMMUNITY BANK OF OKLAHOMA,101 WEST HIGHWAY 62 ,VERDEN,OK,73092,51,43665
30/06/2019,412555,4766,0,0,101102784,SJN BANK OF KANSAS,116 E 3RD AVE ,SAINT JOHN,KS,67576,51,174788
30/06/2019,412667,18780,0,0,111301436,SUNDOWN STATE BANK,501 SOUTH SLAUGHTER AVENUE ,SUNDOWN,TX,79372,51,159260
30/06/2019,412751,23220,16892,0,113008465,WOODFOREST NATIONAL BANK,1330 LAKE ROBBINS DRIVE ,THE WOODLANDS,TX,77380,41,6424186
30/06/2019,412845,14567,14217,0,81204126,FIRST NATIONAL BANK IN OLNEY,101 EAST MAIN STREET ,OLNEY,IL,62450,51,334708
30/06/2019,412872,28478,0,0,281371613,FARMERS AND MECHANICS FEDERAL SAVINGS BANK,225 EAST MAIN STREET ,BLOOMFIELD,IN,47424,51,73896
30/06/2019,413141,17438,14740,11072,72412435,FIRST NATIONAL BANK OF AMERICA,241 EAST SAGINAW STREET ,EAST LANSING,MI,48823,41,2159303
30/06/2019,413208,57890,24522,0,21001088,"HSBC BANK USA, NATIONAL ASSOCIATION","1800 TYSONS BOULEVARD, SUITE 50 ",TYSONS,VA,22102,31,
30/06/2019,413347,10437,0,0,81220508,FIRST STATE BANK OF OLMSTED,185 NORTH FRONT STREET ,OLMSTED,IL,62970,51,53155
30/06/2019,413543,18356,0,0,73922322,CITIZENS STATE BANK,808 3RD AVENUE ,SHELDON,IA,512011547,51,127054
30/06/2019,413646,3747,13682,0,71109082,"FIRST NEIGHBOR BANK, NATIONAL ASSOCIATION",201 NORTH MERIDIAN STREET ,TOLEDO,IL,62468,51,423428
30/06/2019,413673,30595,0,0,281573013,F&M BANK AND TRUST COMPANY,505 BROADWAY ,HANNIBAL,MO,63401,51,127314
30/06/2019,413758,13692,0,0,104106716,BRUNSWICK STATE BANK,226 SECOND STREET ,BRUNSWICK,NE,68720,51,128479
30/06/2019,413851,9003,0,0,91402264,MENNO STATE BANK,105 S. 5TH ST. ,MENNO,SD,57045,51,34246
30/06/2019,414102,9831,0,0,22309611,ALDEN STATE BANK,13216 BROADWAY ,ALDEN,NY,14004,51,344860
30/06/2019,414652,4769,8808,0,101104041,"FIRST NATIONAL BANK OF SCOTT CITY, THE",501 MAIN STREET ,SCOTT CITY,KS,67871,51,115808
30/06/2019,414764,21074,0,0,111904943,TEXAS BANK,1120 U.S. HIGHWAY 79 NORTH ,HENDERSON,TX,75652,51,495909
30/06/2019,414858,3342,12190,0,111903465,"INCOMMONS BANK, NATIONAL ASSOCIATION",301 E COMMERCE ,MEXIA,TX,766672821,51,174363
30/06/2019,415770,30615,705636,5636,281971505,TEMPO BANK,28 WEST BROADWAY ,TRENTON,IL,62293,51,95669
30/06/2019,415855,16188,0,0,104913336,COMMERCIAL STATE BANK,127 WEST MAIN ,CEDAR BLUFFS,NE,68015,51,20766
30/06/2019,416245,16450,0,0,71102568,BUSEY BANK,100 WEST UNIVERSITY AVENUE ,CHAMPAIGN,IL,61820,41,7659095
30/06/2019,416272,30619,0,5642,253271806,"ABBEVILLE FIRST BANK, SSB",205 SOUTH MAIN STREET ,ABBEVILLE,SC,29620,51,79838
30/06/2019,416339,3698,0,0,71109655,FIRST SECURITY BANK,101 EAST FAST AVENUE ,MACKINAW,IL,61755,41,77493
30/06/2019,416357,13251,0,0,104106800,CHAMBERS STATE BANK,105 E MAIN STREET ,CHAMBERS,NE,68725,51,60830
30/06/2019,416656,9472,0,0,103104942,"WELCH STATE BANK OF WELCH, OKLA.",396 SOUTH COMMERCIAL ,WELCH,OK,74369,41,279049
30/06/2019,416674,29771,0,4066,253170758,"KS BANK, INC.",1031 N. BRIGHTLEAF BLVD ,SMITHFIELD,NC,27577,51,396679
30/06/2019,416973,31443,706979,6979,291970253,BRAINERD SAVINGS & LOAN FEDERAL ASSOCIATION,524 SOUTH SIXTH ST. ,BRAINERD,MN,56401,51,67094
30/06/2019,417626,15243,0,0,51502858,PUTNAM COUNTY BANK,2761 MAIN STREET ,HURRICANE,WV,25526,51,589660
30/06/2019,417710,22355,0,0,42101886,"PINNACLE BANK, INC",26 SECOND ST ,VANCEBURG,KY,41179,51,50200
30/06/2019,418100,90268,0,11279,211373461,SEAMENS BANK,221 COMMERCIAL STREET ,PROVINCETOWN,MA,2657,51,380564
30/06/2019,418249,4506,3124,0,73900085,"THE SECURITY NATIONAL BANK OF SIOUX CITY, IOWA",601 PIERCE STREET ,SIOUX CITY,IA,51101,41,947254
30/06/2019,418436,19105,0,0,71108193,PEOPLES BANK OF MACON,FRONT AND COLE STREETS ,MACON,IL,62544,51,20524
30/06/2019,418856,8110,0,0,101110475,"STATE BANK OF SPRING HILL, THE",201 SOUTH WEBSTER ,SPRING HILL,KS,66083,51,44383
30/06/2019,419255,16419,0,0,103112659,1ST BANK & TRUST,710 SOUTH PARK DRIVE ,BROKEN BOW,OK,74728,51,159300
30/06/2019,419406,18408,0,7107,211274382,BANGOR SAVINGS BANK,24 HAMLIN WAY ,BANGOR,ME,4401,41,4548365
30/06/2019,419460,5558,5737,0,111908583,"CAPTEX BANK, NATIONAL ASSOCIATION",2929 WEST 5TH STREET SUITE A ,FORT WORTH,TX,76107,51,184779
30/06/2019,419675,28533,0,0,274970791,FIRST BANK RICHMOND,20 NORTH NINTH STREET ,RICHMOND,IN,47374,51,1078349
30/06/2019,419947,9274,0,0,71106069,"HILL-DODGE BANKING COMPANY, THE",210 NORTH 6TH STREET ,WARSAW,IL,62379,51,38335
30/06/2019,420578,29804,704114,4114,265270772,SAINT LANDRY HOMESTEAD FEDERAL SAVINGS BANK,235 NORTH COURT STREET ,OPELOUSAS,LA,70570,51,219725
30/06/2019,420644,15046,0,0,75906016,"PEOPLES COMMUNITY BANK, THE",222 WEST COMMERCIAL STREET ,MAZOMANIE,WI,53560,51,285874
30/06/2019,420653,14345,0,0,101103699,"VALLEY STATE BANK, THE",AVENUE B AND BARBER ,SYRACUSE,KS,67878,41,149523
30/06/2019,420877,31479,0,0,262285223,FIRST FIDELITY BANK,1400 GAULT AVENUE NORTH ,FORT PAYNE,AL,359673236,51,99880
30/06/2019,421445,3830,6910,0,81909146,"FIRST NATIONAL BANK OF RAYMOND, THE",403 EAST BROAD STREET ,RAYMOND,IL,62560,41,146602
30/06/2019,421539,21874,0,13162,64202828,FIRST PEOPLES BANK OF TENNESSEE,206 WEST BROADWAY  BOULEVARD ,JEFFERSON CITY,TN,37760,51,150771
30/06/2019,422059,13957,0,0,101107158,KANSASLAND BANK,314 MAIN STREET ,QUINTER,KS,67752,41,53948
30/06/2019,422116,21219,0,0,42101750,"BANK OF THE MOUNTAINS, INC.",204 COURT STREET ,WEST LIBERTY,KY,41472,51,72960
30/06/2019,422433,14028,0,0,65404340,FIRST GUARANTY BANK,400 EAST THOMAS ,HAMMOND,LA,70401,41,1868545
30/06/2019,422657,432,14578,0,103112426,SECURITY FIRST NATIONAL BANK OF HUGO,100 SOUTH BROADWAY ,HUGO,OK,74743,51,113027
30/06/2019,423159,23798,17269,0,103102737,MCCURTAIN COUNTY NATIONAL BANK,20 NORTH PARK DRIVE ,BROKEN BOW,OK,74728,51,255388
30/06/2019,423449,12828,0,0,74902503,"FARMERS BANK, FRANKFORT, INDIANA, INC., THE",9 EAST CLINTON STREET ,FRANKFORT,IN,46041,51,578176
30/06/2019,423636,1693,0,1693,64201845,UBANK,1075 FIFTH STREET ,JELLICO,TN,37762,51,66385
30/06/2019,423739,17910,0,15234,61213043,MORRIS BANK,301 BELLEVUE AVENUE ,DUBLIN,GA,31021,51,925308
30/06/2019,423841,17401,0,0,71107424,WENONA STATE BANK,105 WEST 1ST SOUTH STREET ,WENONA,IL,61377,51,32088
30/06/2019,424156,17650,0,0,101104067,STOCKGROWERS STATE BANK,622 MAIN STREET ,ASHLAND,KS,67831,51,134761
30/06/2019,424240,4511,10034,0,73903516,CITIZENS FIRST NATIONAL BANK,EAST 5TH & LAKE AVENUE ,STORM LAKE,IA,50588,51,204056
30/06/2019,424352,22381,16625,0,113107162,ANAHUAC NATIONAL BANK,801 SOUTH ROSS STERLING ,ANAHUAC,TX,77514,51,190270
30/06/2019,424437,10840,0,0,71112040,CAMPUS STATE BANK,206 CENTER STREET ,CAMPUS,IL,60920,41,20576
30/06/2019,424633,17126,0,15863,61212989,WILCOX COUNTY STATE BANK,105 DEPOT STREET ,ABBEVILLE,GA,31001,51,111083
30/06/2019,425050,13999,0,0,91408174,"FARMERS AND MERCHANTS STATE BANK, THE",550 MAIN ST. ,SCOTLAND,SD,57059,51,29119
30/06/2019,425108,15969,0,12781,221971086,RONDOUT SAVINGS BANK,300 BROADWAY ,KINGSTON,NY,12401,51,398809
30/06/2019,425818,303,0,0,42105785,UNITED CUMBERLAND BANK,47 SOUTH MAIN STREET ,WHITLEY CITY,KY,42653,51,292405
30/06/2019,425845,235,0,0,73921161,SECURITY STATE BANK,109 WEST SECOND STREET ,SUTHERLAND,IA,51058,51,144212
30/06/2019,425911,7493,2515,0,31308250,EPHRATA NATIONAL BANK,31 EAST MAIN STREET ,EPHRATA,PA,175220457,41,1130880
30/06/2019,426057,26708,0,0,111916915,SPECTRA BANK,2000 HANDLEY EDERVILLE ROAD ,FORT WORTH,TX,76118,51,77465
30/06/2019,426141,11302,0,0,81211106,FIRST STATE BANK OF ST. PETER,THIRD AND HOLMAN STREETS ,SAINT PETER,IL,62880,51,28157
30/06/2019,426534,20369,0,0,71112066,HEARTLAND BANK & TRUST COMPANY,401 NORTH HERSHEY ROAD ,BLOOMINGTON,IL,61704,41,2858427
30/06/2019,426758,14349,0,0,81503694,BANK OF SALEM,100 WEST FOURTH STREET ,SALEM,MO,65560,51,105555
30/06/2019,426945,11232,0,0,75906087,BANK OF MILTON,323 PARKVIEW DRIVE ,MILTON,WI,53563,51,126161
30/06/2019,427241,13130,0,0,74909988,"FRIENDSHIP STATE BANK, THE",5908 EAST MAIN STREET ,FRIENDSHIP,IN,47021,51,385691
30/06/2019,427353,19288,0,0,103101262,FIRSTAR BANK,1720 EAST CHEROKEE ,SALLISAW,OK,74955,51,628351
30/06/2019,427858,23404,17000,0,107003861,EVERGREEN NATIONAL BANK,28145 STATE HWY 74 ,EVERGREEN,CO,80439,51,113432
30/06/2019,427960,22993,0,0,123103596,TWIN RIVER BANK,1507 G STREET ,LEWISTON,ID,83501,51,99972
30/06/2019,428060,22396,16626,0,111907199,CENTRAL NATIONAL BANK,8320 WEST HIGHWAY 84 ,WACO,TX,76712,51,912330
30/06/2019,428462,1237,0,0,124100857,IRELAND BANK,33 BANNOCK STREET ,MALAD CITY,ID,83252,51,238899
30/06/2019,428547,27052,0,0,71926650,ST. CHARLES BANK & TRUST COMPANY,411 WEST MAIN STREET ,SAINT CHARLES,IL,60174,41,1247927
30/06/2019,428855,15701,0,0,81518090,"SEYMOUR BANK, THE",119 NORTH MAIN STREET ,SEYMOUR,MO,65746,51,145681
30/06/2019,429021,8816,0,0,52101957,QUEENSTOWN BANK OF MARYLAND,7101 MAIN STREET ,QUEENSTOWN,MD,21658,51,469509
30/06/2019,429487,57451,0,17942,325081306,SOUND COMMUNITY BANK,"2400 THIRD AVENUE, SUITE 150 ",SEATTLE,WA,98121,51,685955
30/06/2019,430036,39,0,14095,62201342,ROBERTSON BANKING COMPANY,216 NORTH WALNUT STREET ,DEMOPOLIS,AL,36732,41,324549
30/06/2019,430054,22086,0,0,107002723,MAIN BANK,7300 MENAUL BOULEVARD NE ,ALBUQUERQUE,NM,87110,51,158363
30/06/2019,430344,10791,0,0,71118798,COMMUNITY BANK,233 CARVER STREET ,WINSLOW,IL,61089,51,215595
30/06/2019,431172,32172,0,0,322285781,PACIFIC PREMIER BANK,"17901 VON KARMAN AVENUE, SUITE 1200 ",IRVINE,CA,92614,41,11783315
30/06/2019,431323,6659,0,0,44105819,PEOPLES STATE BANK,110 N MAIN ST ,NEW LEXINGTON,OH,43764,51,129765
30/06/2019,431350,4796,0,0,101101060,"BANK OF COMMERCE AND TRUST COMPANY, THE",201 WEST HARVEY ,WELLINGTON,KS,67152,51,82508
30/06/2019,432012,7577,0,0,31312233,FIRST BANK OF LILLY,500 MAIN STREET ,LILLY,PA,15938,51,20615
30/06/2019,432058,17881,0,0,114923329,FREEDOM BANK,902 EAST RILEY STREET ,FREER,TX,78357,41,44438
30/06/2019,432432,41,0,14012,62201106,PHENIX-GIRARD BANK,801 13TH STREET ,PHENIX CITY,AL,36867,41,195582
30/06/2019,433505,17749,0,10960,211274447,BATH SAVINGS INSTITUTION,105 FRONT STREET ,BATH,ME,4530,41,945246
30/06/2019,433550,15673,0,0,84308003,BANK OF RIPLEY,134 NORTH JEFFERSON ,RIPLEY,TN,38063,41,222419
30/06/2019,433608,609,0,10202,21302648,TOMPKINS TRUST COMPANY,118 EAST SENECA STREET ,ITHACA,NY,14850,41,2050298
30/06/2019,433859,12372,0,0,102101412,FOWLER STATE BANK,201 MAIN STREET ,FOWLER,CO,81039,51,82543
30/06/2019,433943,214,0,0,73902216,WASHINGTON STATE BANK,121 SOUTH MARION ,WASHINGTON,IA,52353,51,332073
30/06/2019,434203,6354,10118,10329,21204597,"FIRST HOPE BANK, A NATIONAL BANKING ASSOCIATION",1301 HOPE-BRIDGEVILLE ROAD P.O. BOX 296,HOPE,NJ,78440296,41,510050
30/06/2019,434539,1735,0,16123,62204530,FARMERS & MERCHANTS BANK,112 EAST LADIGA STREET ,PIEDMONT,AL,36272,51,223991
30/06/2019,435059,13000,0,0,111920312,ENNIS STATE BANK,815 W. ENNIS AVENUE ,ENNIS,TX,751193809,51,238972
30/06/2019,435077,30776,705902,5902,291471024,METABANK,5501 S BROADBAND LANE ,SIOUX FALLS,SD,57108,41,6096413
30/06/2019,435255,485,0,0,91408695,SECURITY STATE BANK,1600 MAIN STREET ,TYNDALL,SD,57066,51,234660
30/06/2019,435666,15731,0,0,111906349,SECURITY BANK OF CRAWFORD,6688 NORTH LONE STAR PARKWAY ,CRAWFORD,TX,76638,51,66125
30/06/2019,435750,15511,0,0,111901467,FIRST STATE BANK,801 EAST CALIFORNIA STREET ,GAINESVILLE,TX,76240,41,1132713
30/06/2019,436159,8663,0,0,64009461,FIRSTBANK,211 COMMERCE STREET SUITE 300,NASHVILLE,TN,37201,41,5929753
30/06/2019,436542,1857,0,0,73903985,WAUKON STATE BANK,22 WEST MAIN STREET ,WAUKON,IA,52172,51,288162
30/06/2019,436739,22434,16643,0,71124614,"BANKCHAMPAIGN, NATIONAL ASSOCIATION",2101 SOUTH NEIL ,CHAMPAIGN,IL,61820,51,228556
30/06/2019,436953,8892,0,0,81905302,BANK OF SULLIVAN,318 WEST MAIN STREET ,SULLIVAN,MO,63080,51,520803
30/06/2019,437044,18071,0,0,73916406,"WATKINS SAVINGS BANK, THE",202 FIRST STREET ,WATKINS,IA,52354,51,70276
30/06/2019,437914,17838,707938,7938,31100102,"WILMINGTON SAVINGS FUND SOCIETY, FSB",500 DELAWARE AVE ,WILMINGTON,DE,19801,41,12137899
30/06/2019,438050,18152,0,0,103008815,ADVANTAGE BANK,8001 NE 23RD STREET ,SPENCER,OK,73141,51,57297
30/06/2019,438434,5600,0,0,62204158,"CITIZENS BANK OF FAYETTE, THE",100 TEMPLE AVENUE SOUTH ,FAYETTE,AL,35555,51,190167
30/06/2019,439132,9244,0,14949,61204683,GLENNVILLE BANK,102 EAST BARNARD STREET ,GLENNVILLE,GA,30427,41,247582
30/06/2019,439338,19459,0,0,71108407,UNITED COMMUNITY BANK,301 NORTH MAIN STREET ,CHATHAM,IL,62629,41,2603219
30/06/2019,439356,16553,0,0,104902172,ELKHORN VALLEY BANK & TRUST,800 W. BENJAMIN AVENUE ,NORFOLK,NE,68701,51,779397
30/06/2019,439404,4256,446,0,11201830,FIRST NATIONAL BANK,223 MAIN STREET ,DAMARISCOTTA,ME,4543,41,1967023
30/06/2019,439730,10855,0,0,71107123,STATE BANK OF BEMENT,180 EAST BODMAN ,BEMENT,IL,61813,51,104518
30/06/2019,440857,8893,0,0,101907196,AMERICA'S COMMUNITY BANK,1100 WEST MAIN STREET ,BLUE SPRINGS,MO,64015,51,29122
30/06/2019,440978,29486,703534,3534,253272287,KINGSTREE FEDERAL SAVINGS AND LOAN ASSOCIATION,101 EAST MILL STREET ,KINGSTREE,SC,29556,51,33482
30/06/2019,441050,3193,8606,0,114910523,"FALLS CITY NATIONAL BANK, THE",FRONT STREET AND MAVERICK STREET ,FALLS CITY,TX,781130339,51,407159
30/06/2019,441078,30819,0,5968,281271454,COMMUNITY PARTNERS SAVINGS BANK,301 WEST MAIN STREET ,SALEM,IL,62881,51,204011
30/06/2019,441135,10843,0,0,71108313,CITIZENS BANK OF CHATSWORTH,502 EAST LOCUST STREET ,CHATSWORTH,IL,60921,51,31205
30/06/2019,441256,4028,2068,0,91400486,FIRST DAKOTA NATIONAL BANK,225 CEDAR STREET ,YANKTON,SD,57078,41,1703261
30/06/2019,441359,8576,0,0,81512407,"MARIES COUNTY BANK, THE",FOURTH AND MAIN ,VIENNA,MO,65582,51,466415
30/06/2019,441434,2824,0,14401,62202147,FNB BANK,402 SOUTH BROAD ,SCOTTSBORO,AL,35768,51,669232
30/06/2019,441470,29490,703542,3542,251572976,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,712 WASHINGTON STREET ,RAVENSWOOD,WV,26164,51,24423
30/06/2019,441630,17543,0,16629,61113101,BANK OF DADE,12634 NORTH MAIN STREET ,TRENTON,GA,30752,51,109763
30/06/2019,442011,16040,718024,18024,221371194,GENERATIONS BANK,19 CAYUGA STREET ,SENECA FALLS,NY,13148,41,315156
30/06/2019,442057,15254,0,0,101113799,"CITIZENS STATE BANK AND TRUST COMPANY, THE",314 MAIN STREET ,COUNCIL GROVE,KS,66846,51,48362
30/06/2019,442244,18384,0,0,73909222,NORTHEAST SECURITY BANK,108 NORTH CARPENTER STREET ,SUMNER,IA,50674,51,275203
30/06/2019,442655,14095,14072,0,114919676,"FIRST NATIONAL BANK IN FALFURRIAS, THE",200 SOUTH SAINT MARYS STREET ,FALFURRIAS,TX,783553629,51,77162
30/06/2019,442806,2595,0,0,11304711,FIRST IPSWICH BANK,31 MARKET STREET ,IPSWICH,MA,1938,51,450119
30/06/2019,443148,1847,0,0,74909661,"BIPPUS STATE BANK, THE",150 HAUENSTEIN ROAD ,HUNTINGTON,IN,46750,51,180427
30/06/2019,443205,18190,0,7397,221172241,UNION SAVINGS BANK,226 MAIN STREET ,DANBURY,CT,6810,41,2147434
30/06/2019,443353,8714,0,0,91808363,UNITY BANK,207 WEST LINCOLN ,AUGUSTA,WI,54722,51,492271
30/06/2019,443625,8403,0,0,41210943,"OTTOVILLE BANK COMPANY, THE",161 WEST THIRD STREET ,OTTOVILLE,OH,45876,51,80086
30/06/2019,443634,8491,0,0,71109228,SCOTT STATE BANK,101 WEST MAIN STREET ,BETHANY,IL,61914,51,165302
30/06/2019,444350,11935,0,0,114903103,FIRST TEXAS BANK,900 SOUTH AUSTIN AVENUE ,GEORGETOWN,TX,786265822,51,638924
30/06/2019,444556,3031,0,0,102101360,POINTS WEST COMMUNITY BANK,1291 MAIN STREET ,WINDSOR,CO,80550,51,255786
30/06/2019,444677,27897,0,507,253170091,"BLACK MOUNTAIN SAVINGS BANK, SSB",200 EAST STATE STREET ,BLACK MOUNTAIN,NC,28711,51,40903
30/06/2019,445674,29517,703583,3583,292970757,PIONEER FEDERAL SAVINGS & LOAN ASSOCIATION,401 MILWAUKEE AVE. ,DEER LODGE,MT,59722,51,89663
30/06/2019,445852,341,0,0,92902705,WESTERN BANK OF WOLF POINT,111 3RD AVE. S. ,WOLF POINT,MT,59201,41,100189
30/06/2019,445955,3218,5288,0,111905609,"FIRST NATIONAL BANK OF GILMER, THE",206 US HIGHWAY 271 N ,GILMER,TX,75644,51,414941
30/06/2019,446130,13887,0,9676,62201711,FARMERS AND MERCHANTS BANK,1ST STREET NORTHEAST ,LAFAYETTE,AL,36862,41,164068
30/06/2019,446149,16603,0,0,83907955,"PEOPLES BANK, THE",116 SOUTH MAIN STREET ,MARION,KY,42064,51,66157
30/06/2019,446176,29521,703587,3587,244170880,FIDELITY FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELAWARE,60 NORTH SANDUSKY ST ,DELAWARE,OH,43015,41,106203
30/06/2019,446877,30864,0,6031,271972569,MCHENRY SAVINGS BANK,353 BANK DRIVE ,MCHENRY,IL,60050,51,226596
30/06/2019,447070,28747,0,2281,271070908,HOYNE SAVINGS BANK,4786 NORTH MILWAUKEE AVENUE ,CHICAGO,IL,60630,41,446542
30/06/2019,447100,90282,0,7953,211371735,CORNERSTONE BANK,176 MAIN STREET ,SPENCER,MA,1562,41,1144037
30/06/2019,447557,1513,0,0,91804833,CITIZENS STATE BANK - LA CROSSE,620 MAIN STREET ,LA CROSSE,WI,54602,51,298124
30/06/2019,447874,23469,0,0,125107820,ISLANDERS BANK,225 BLAIR AVENUE ,FRIDAY HARBOR,WA,98250,41,280247
30/06/2019,448040,9719,0,12402,72404333,OXFORD BANK,60 SOUTH WASHINGTON STREET ,OXFORD,MI,48371,51,461158
30/06/2019,448554,25621,0,0,114913711,SAGE CAPITAL BANK,1606 NORTH SARAH DEWITT DRIVE ,GONZALES,TX,78629,51,412871
30/06/2019,449038,25677,18410,0,31151300,"CITICORP TRUST DELAWARE, NATIONAL ASSOCIATION",20 MONTCHANIN ROAD SUITE 180,GREENVILLE,DE,19807,41,25720
30/06/2019,449430,16910,0,0,62104656,22ND STATE BANK,1920 MAIN STREET ,LOUISVILLE,AL,36048,51,141721
30/06/2019,449832,14184,0,16459,62201630,MARION BANK AND TRUST COMPANY,601 SOUTH WASHINGTON STREET ,MARION,AL,36756,41,278686
30/06/2019,449841,10514,0,0,83905504,FARMERS DEPOSIT BANK,2959 SHORTTOWN ROAD ,MIDDLEBURG,KY,42541,51,44988
30/06/2019,449935,35602,716088,16088,71174499,COUNTRY TRUST BANK,1705 NORTH TOWANDA AVENUE ,BLOOMINGTON,IL,61701,51,30146
30/06/2019,450472,28774,702335,2335,271071033,LOOMIS FEDERAL SAVINGS AND LOAN ASSOCIATION,6350 WEST 63RD STREET ,CHICAGO,IL,606380000,51,63372
30/06/2019,450632,22092,16487,14099,61102594,FIRST NATIONAL COMMUNITY BANK,701 N THIRD AVE ,CHATSWORTH,GA,30705,51,162700
30/06/2019,450669,2273,8561,0,124200249,"FIRST NATIONAL BANK OF ELY, THE",595 AULTMAN STREET ,ELY,NV,89301,51,103653
30/06/2019,450753,3195,0,0,113117411,FAYETTEVILLE BANK,107 WEST FAYETTE STREET ,FAYETTEVILLE,TX,78940,41,513474
30/06/2019,450856,13421,0,0,104910795,UNION BANK AND TRUST COMPANY,3643 SOUTH 48TH STREET ,LINCOLN,NE,68506,41,4242795
30/06/2019,450959,14222,0,0,91803274,SECURITY FINANCIAL BANK,212 W. PROSPECT ST. ,DURAND,WI,54736,51,483468
30/06/2019,451068,14885,0,0,125200044,FIRST BANK,331 DOCK STREET ,KETCHIKAN,AK,99901,51,576856
30/06/2019,451246,1849,0,0,74904530,WAYNE BANK AND TRUST CO.,145 WEST MAIN STREET ,CAMBRIDGE CITY,IN,47327,51,167388
30/06/2019,451273,30397,705278,5278,221371741,GEDDES FEDERAL SAVINGS AND LOAN ASSOCIATION,2208 WEST GENESEE ST ,SYRACUSE,NY,13219,41,540235
30/06/2019,451965,3511,1,0,121000248,"WELLS FARGO BANK, NATIONAL ASSOCIATION",101 NORTH PHILLIPS AVENUE ,SIOUX FALLS,SD,57104,31,
30/06/2019,452104,13290,0,0,22305770,BANK OF AKRON,46 MAIN STREET ,AKRON,NY,14001,51,377264
30/06/2019,452159,20537,0,0,103901569,AMERICAN BANK AND TRUST COMPANY,6060 AMERICAN PLAZA ,TULSA,OK,74135,51,235200
30/06/2019,452739,15826,0,14991,61212015,"CLAXTON BANK, THE",121 WEST MAIN ,CLAXTON,GA,30417,51,126014
